0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.1/Parent-Core-0.0.1.jar returned status 404
0.0.111			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.111/Parent-Core-0.0.111.jar returned status 404
0.0.113			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.113/Parent-Core-0.0.113.jar returned status 404
0.0.114			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.114/Parent-Core-0.0.114.jar returned status 404
0.0.115			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.115/Parent-Core-0.0.115.jar returned status 404
0.0.116			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.116/Parent-Core-0.0.116.jar returned status 404
0.0.117			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.117/Parent-Core-0.0.117.jar returned status 404
0.0.118			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.118/Parent-Core-0.0.118.jar returned status 404
0.0.119			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.119/Parent-Core-0.0.119.jar returned status 404
0.0.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.12/Parent-Core-0.0.12.jar returned status 404
0.0.120			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.120/Parent-Core-0.0.120.jar returned status 404
0.0.121			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.121/Parent-Core-0.0.121.jar returned status 404
0.0.122			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.122/Parent-Core-0.0.122.jar returned status 404
0.0.123			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.123/Parent-Core-0.0.123.jar returned status 404
0.0.124			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.124/Parent-Core-0.0.124.jar returned status 404
0.0.125			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.125/Parent-Core-0.0.125.jar returned status 404
0.0.126			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.126/Parent-Core-0.0.126.jar returned status 404
0.0.127			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.127/Parent-Core-0.0.127.jar returned status 404
0.0.128			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.128/Parent-Core-0.0.128.jar returned status 404
0.0.129			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.129/Parent-Core-0.0.129.jar returned status 404
0.0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.13/Parent-Core-0.0.13.jar returned status 404
0.0.130			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.130/Parent-Core-0.0.130.jar returned status 404
0.0.131			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.131/Parent-Core-0.0.131.jar returned status 404
0.0.132			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.132/Parent-Core-0.0.132.jar returned status 404
0.0.133			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.133/Parent-Core-0.0.133.jar returned status 404
0.0.134			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.134/Parent-Core-0.0.134.jar returned status 404
0.0.135			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.135/Parent-Core-0.0.135.jar returned status 404
0.0.136			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.136/Parent-Core-0.0.136.jar returned status 404
0.0.137			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.137/Parent-Core-0.0.137.jar returned status 404
0.0.138			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.138/Parent-Core-0.0.138.jar returned status 404
0.0.139			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.139/Parent-Core-0.0.139.jar returned status 404
0.0.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.14/Parent-Core-0.0.14.jar returned status 404
0.0.140			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.140/Parent-Core-0.0.140.jar returned status 404
0.0.141			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.141/Parent-Core-0.0.141.jar returned status 404
0.0.142			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.142/Parent-Core-0.0.142.jar returned status 404
0.0.143			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.143/Parent-Core-0.0.143.jar returned status 404
0.0.144			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.144/Parent-Core-0.0.144.jar returned status 404
0.0.145			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.145/Parent-Core-0.0.145.jar returned status 404
0.0.146			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.146/Parent-Core-0.0.146.jar returned status 404
0.0.147			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.147/Parent-Core-0.0.147.jar returned status 404
0.0.148			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.148/Parent-Core-0.0.148.jar returned status 404
0.0.149			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.149/Parent-Core-0.0.149.jar returned status 404
0.0.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.15/Parent-Core-0.0.15.jar returned status 404
0.0.150			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.150/Parent-Core-0.0.150.jar returned status 404
0.0.151			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.151/Parent-Core-0.0.151.jar returned status 404
0.0.152			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.152/Parent-Core-0.0.152.jar returned status 404
0.0.153			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.153/Parent-Core-0.0.153.jar returned status 404
0.0.154			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.154/Parent-Core-0.0.154.jar returned status 404
0.0.155			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.155/Parent-Core-0.0.155.jar returned status 404
0.0.156			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.156/Parent-Core-0.0.156.jar returned status 404
0.0.157			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.157/Parent-Core-0.0.157.jar returned status 404
0.0.158			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.158/Parent-Core-0.0.158.jar returned status 404
0.0.159			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.159/Parent-Core-0.0.159.jar returned status 404
0.0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.16/Parent-Core-0.0.16.jar returned status 404
0.0.160			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.160/Parent-Core-0.0.160.jar returned status 404
0.0.161			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.161/Parent-Core-0.0.161.jar returned status 404
0.0.162			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.162/Parent-Core-0.0.162.jar returned status 404
0.0.163			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.163/Parent-Core-0.0.163.jar returned status 404
0.0.164			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.164/Parent-Core-0.0.164.jar returned status 404
0.0.165			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.165/Parent-Core-0.0.165.jar returned status 404
0.0.166			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.166/Parent-Core-0.0.166.jar returned status 404
0.0.167			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.167/Parent-Core-0.0.167.jar returned status 404
0.0.168			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.168/Parent-Core-0.0.168.jar returned status 404
0.0.169			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.169/Parent-Core-0.0.169.jar returned status 404
0.0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.17/Parent-Core-0.0.17.jar returned status 404
0.0.170			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.170/Parent-Core-0.0.170.jar returned status 404
0.0.171			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.171/Parent-Core-0.0.171.jar returned status 404
0.0.172			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.172/Parent-Core-0.0.172.jar returned status 404
0.0.173			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.173/Parent-Core-0.0.173.jar returned status 404
0.0.174			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.174/Parent-Core-0.0.174.jar returned status 404
0.0.175			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.175/Parent-Core-0.0.175.jar returned status 404
0.0.176			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.176/Parent-Core-0.0.176.jar returned status 404
0.0.177			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.177/Parent-Core-0.0.177.jar returned status 404
0.0.178			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.178/Parent-Core-0.0.178.jar returned status 404
0.0.179			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.179/Parent-Core-0.0.179.jar returned status 404
0.0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.18/Parent-Core-0.0.18.jar returned status 404
0.0.180			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.180/Parent-Core-0.0.180.jar returned status 404
0.0.181			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.181/Parent-Core-0.0.181.jar returned status 404
0.0.182			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.182/Parent-Core-0.0.182.jar returned status 404
0.0.183			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.183/Parent-Core-0.0.183.jar returned status 404
0.0.184			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.184/Parent-Core-0.0.184.jar returned status 404
0.0.185			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.185/Parent-Core-0.0.185.jar returned status 404
0.0.186			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.186/Parent-Core-0.0.186.jar returned status 404
0.0.187			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.187/Parent-Core-0.0.187.jar returned status 404
0.0.188			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.188/Parent-Core-0.0.188.jar returned status 404
0.0.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.19/Parent-Core-0.0.19.jar returned status 404
0.0.190			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.190/Parent-Core-0.0.190.jar returned status 404
0.0.191			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.191/Parent-Core-0.0.191.jar returned status 404
0.0.192			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.192/Parent-Core-0.0.192.jar returned status 404
0.0.193			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.193/Parent-Core-0.0.193.jar returned status 404
0.0.194			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.194/Parent-Core-0.0.194.jar returned status 404
0.0.195			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.195/Parent-Core-0.0.195.jar returned status 404
0.0.196			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.196/Parent-Core-0.0.196.jar returned status 404
0.0.197			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.197/Parent-Core-0.0.197.jar returned status 404
0.0.198			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.198/Parent-Core-0.0.198.jar returned status 404
0.0.199			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.199/Parent-Core-0.0.199.jar returned status 404
0.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.2/Parent-Core-0.0.2.jar returned status 404
0.0.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.20/Parent-Core-0.0.20.jar returned status 404
0.0.200			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.200/Parent-Core-0.0.200.jar returned status 404
0.0.201			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.201/Parent-Core-0.0.201.jar returned status 404
0.0.202			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.202/Parent-Core-0.0.202.jar returned status 404
0.0.205			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.205/Parent-Core-0.0.205.jar returned status 404
0.0.206			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.206/Parent-Core-0.0.206.jar returned status 404
0.0.207			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.207/Parent-Core-0.0.207.jar returned status 404
0.0.208			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.208/Parent-Core-0.0.208.jar returned status 404
0.0.209			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.209/Parent-Core-0.0.209.jar returned status 404
0.0.210			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.210/Parent-Core-0.0.210.jar returned status 404
0.0.211			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.211/Parent-Core-0.0.211.jar returned status 404
0.0.212			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.212/Parent-Core-0.0.212.jar returned status 404
0.0.213			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.213/Parent-Core-0.0.213.jar returned status 404
0.0.214			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.214/Parent-Core-0.0.214.jar returned status 404
0.0.215			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.215/Parent-Core-0.0.215.jar returned status 404
0.0.216			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.216/Parent-Core-0.0.216.jar returned status 404
0.0.217			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.217/Parent-Core-0.0.217.jar returned status 404
0.0.218			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.218/Parent-Core-0.0.218.jar returned status 404
0.0.219			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.219/Parent-Core-0.0.219.jar returned status 404
0.0.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.22/Parent-Core-0.0.22.jar returned status 404
0.0.220			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.220/Parent-Core-0.0.220.jar returned status 404
0.0.221			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.221/Parent-Core-0.0.221.jar returned status 404
0.0.222			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.222/Parent-Core-0.0.222.jar returned status 404
0.0.223			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.223/Parent-Core-0.0.223.jar returned status 404
0.0.224			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.224/Parent-Core-0.0.224.jar returned status 404
0.0.225			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.225/Parent-Core-0.0.225.jar returned status 404
0.0.226			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.226/Parent-Core-0.0.226.jar returned status 404
0.0.227			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.227/Parent-Core-0.0.227.jar returned status 404
0.0.228			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.228/Parent-Core-0.0.228.jar returned status 404
0.0.229			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.229/Parent-Core-0.0.229.jar returned status 404
0.0.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.23/Parent-Core-0.0.23.jar returned status 404
0.0.230			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.230/Parent-Core-0.0.230.jar returned status 404
0.0.231			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.231/Parent-Core-0.0.231.jar returned status 404
0.0.232			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.232/Parent-Core-0.0.232.jar returned status 404
0.0.233			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.233/Parent-Core-0.0.233.jar returned status 404
0.0.234			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.234/Parent-Core-0.0.234.jar returned status 404
0.0.235			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.235/Parent-Core-0.0.235.jar returned status 404
0.0.236			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.236/Parent-Core-0.0.236.jar returned status 404
0.0.237			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.237/Parent-Core-0.0.237.jar returned status 404
0.0.238			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.238/Parent-Core-0.0.238.jar returned status 404
0.0.239			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.239/Parent-Core-0.0.239.jar returned status 404
0.0.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.24/Parent-Core-0.0.24.jar returned status 404
0.0.240			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.240/Parent-Core-0.0.240.jar returned status 404
0.0.241			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.241/Parent-Core-0.0.241.jar returned status 404
0.0.242			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.242/Parent-Core-0.0.242.jar returned status 404
0.0.243			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.243/Parent-Core-0.0.243.jar returned status 404
0.0.244			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.244/Parent-Core-0.0.244.jar returned status 404
0.0.245			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.245/Parent-Core-0.0.245.jar returned status 404
0.0.246			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.246/Parent-Core-0.0.246.jar returned status 404
0.0.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.25/Parent-Core-0.0.25.jar returned status 404
0.0.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.26/Parent-Core-0.0.26.jar returned status 404
0.0.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.27/Parent-Core-0.0.27.jar returned status 404
0.0.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.28/Parent-Core-0.0.28.jar returned status 404
0.0.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.29/Parent-Core-0.0.29.jar returned status 404
0.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.3/Parent-Core-0.0.3.jar returned status 404
0.0.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.30/Parent-Core-0.0.30.jar returned status 404
0.0.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.31/Parent-Core-0.0.31.jar returned status 404
0.0.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.32/Parent-Core-0.0.32.jar returned status 404
0.0.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.33/Parent-Core-0.0.33.jar returned status 404
0.0.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.34/Parent-Core-0.0.34.jar returned status 404
0.0.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.35/Parent-Core-0.0.35.jar returned status 404
0.0.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.36/Parent-Core-0.0.36.jar returned status 404
0.0.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.37/Parent-Core-0.0.37.jar returned status 404
0.0.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.38/Parent-Core-0.0.38.jar returned status 404
0.0.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.39/Parent-Core-0.0.39.jar returned status 404
0.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.4/Parent-Core-0.0.4.jar returned status 404
0.0.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.40/Parent-Core-0.0.40.jar returned status 404
0.0.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/prompto/Parent-Core/0.0.41/Parent-Core-0.0.41.jar returned status 404
