1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.0.0/powsybl-dependencies-1.0.0.jar returned status 404
2024.4.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.4.0/powsybl-dependencies-2024.4.0.jar returned status 404
2024.4.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.4.1/powsybl-dependencies-2024.4.1.jar returned status 404
2025.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.0.0/powsybl-dependencies-2025.0.0.jar returned status 404
2025.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.0.1/powsybl-dependencies-2025.0.1.jar returned status 404
2025.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.0.2/powsybl-dependencies-2025.0.2.jar returned status 404
2025.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.1.0/powsybl-dependencies-2025.1.0.jar returned status 404
2025.2.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.2.0/powsybl-dependencies-2025.2.0.jar returned status 404
2025.3.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.3.0/powsybl-dependencies-2025.3.0.jar returned status 404
2025.3.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.3.1/powsybl-dependencies-2025.3.1.jar returned status 404
2025.3.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2025.3.2/powsybl-dependencies-2025.3.2.jar returned status 404
2026.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2026.0.0/powsybl-dependencies-2026.0.0.jar returned status 404
2026.0.1		2026-06-24T14:33:22Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2026.0.1/powsybl-dependencies-2026.0.1.jar returned status 404
2026.1.0		2026-07-07T08:32:19Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2026.1.0/powsybl-dependencies-2026.1.0.jar returned status 404
