0.10.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.10.0/killbill-oss-parent-0.10.0.jar returned status 404
0.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.32/killbill-oss-parent-0.32.jar returned status 404
0.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.33/killbill-oss-parent-0.33.jar returned status 404
0.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.34/killbill-oss-parent-0.34.jar returned status 404
0.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.35/killbill-oss-parent-0.35.jar returned status 404
0.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.36/killbill-oss-parent-0.36.jar returned status 404
0.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.37/killbill-oss-parent-0.37.jar returned status 404
0.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.38/killbill-oss-parent-0.38.jar returned status 404
0.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.39/killbill-oss-parent-0.39.jar returned status 404
0.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.40/killbill-oss-parent-0.40.jar returned status 404
0.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.41/killbill-oss-parent-0.41.jar returned status 404
0.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.42/killbill-oss-parent-0.42.jar returned status 404
0.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.43/killbill-oss-parent-0.43.jar returned status 404
0.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.44/killbill-oss-parent-0.44.jar returned status 404
0.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.45/killbill-oss-parent-0.45.jar returned status 404
0.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.46/killbill-oss-parent-0.46.jar returned status 404
0.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.47/killbill-oss-parent-0.47.jar returned status 404
0.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.48/killbill-oss-parent-0.48.jar returned status 404
0.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.49/killbill-oss-parent-0.49.jar returned status 404
0.5.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.26/killbill-oss-parent-0.5.26.jar returned status 404
0.5.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.27/killbill-oss-parent-0.5.27.jar returned status 404
0.5.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.28/killbill-oss-parent-0.5.28.jar returned status 404
0.5.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.29/killbill-oss-parent-0.5.29.jar returned status 404
0.5.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.30/killbill-oss-parent-0.5.30.jar returned status 404
0.5.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.31/killbill-oss-parent-0.5.31.jar returned status 404
0.5.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.32/killbill-oss-parent-0.5.32.jar returned status 404
0.5.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.5.33/killbill-oss-parent-0.5.33.jar returned status 404
0.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.50/killbill-oss-parent-0.50.jar returned status 404
0.51			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.51/killbill-oss-parent-0.51.jar returned status 404
0.52			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.52/killbill-oss-parent-0.52.jar returned status 404
0.53			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.53/killbill-oss-parent-0.53.jar returned status 404
0.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.54/killbill-oss-parent-0.54.jar returned status 404
0.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.55/killbill-oss-parent-0.55.jar returned status 404
0.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.56/killbill-oss-parent-0.56.jar returned status 404
0.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.57/killbill-oss-parent-0.57.jar returned status 404
0.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.58/killbill-oss-parent-0.58.jar returned status 404
0.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.59/killbill-oss-parent-0.59.jar returned status 404
0.6.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.6.34/killbill-oss-parent-0.6.34.jar returned status 404
0.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.60/killbill-oss-parent-0.60.jar returned status 404
0.61			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.61/killbill-oss-parent-0.61.jar returned status 404
0.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.62/killbill-oss-parent-0.62.jar returned status 404
0.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.63/killbill-oss-parent-0.63.jar returned status 404
0.64			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.64/killbill-oss-parent-0.64.jar returned status 404
0.65			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.65/killbill-oss-parent-0.65.jar returned status 404
0.66			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.66/killbill-oss-parent-0.66.jar returned status 404
0.67			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.67/killbill-oss-parent-0.67.jar returned status 404
0.68			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.68/killbill-oss-parent-0.68.jar returned status 404
0.69			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.69/killbill-oss-parent-0.69.jar returned status 404
0.7.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.0/killbill-oss-parent-0.7.0.jar returned status 404
0.7.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.1/killbill-oss-parent-0.7.1.jar returned status 404
0.7.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.10/killbill-oss-parent-0.7.10.jar returned status 404
0.7.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.11/killbill-oss-parent-0.7.11.jar returned status 404
0.7.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.12/killbill-oss-parent-0.7.12.jar returned status 404
0.7.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.13/killbill-oss-parent-0.7.13.jar returned status 404
0.7.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.14/killbill-oss-parent-0.7.14.jar returned status 404
0.7.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.15/killbill-oss-parent-0.7.15.jar returned status 404
0.7.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.16/killbill-oss-parent-0.7.16.jar returned status 404
0.7.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.17/killbill-oss-parent-0.7.17.jar returned status 404
0.7.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.18/killbill-oss-parent-0.7.18.jar returned status 404
0.7.19			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.19/killbill-oss-parent-0.7.19.jar returned status 404
0.7.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.2/killbill-oss-parent-0.7.2.jar returned status 404
0.7.20			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.20/killbill-oss-parent-0.7.20.jar returned status 404
0.7.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.21/killbill-oss-parent-0.7.21.jar returned status 404
0.7.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.22/killbill-oss-parent-0.7.22.jar returned status 404
0.7.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.23/killbill-oss-parent-0.7.23.jar returned status 404
0.7.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.24/killbill-oss-parent-0.7.24.jar returned status 404
0.7.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.25/killbill-oss-parent-0.7.25.jar returned status 404
0.7.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.26/killbill-oss-parent-0.7.26.jar returned status 404
0.7.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.27/killbill-oss-parent-0.7.27.jar returned status 404
0.7.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.28/killbill-oss-parent-0.7.28.jar returned status 404
0.7.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.29/killbill-oss-parent-0.7.29.jar returned status 404
0.7.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.3/killbill-oss-parent-0.7.3.jar returned status 404
0.7.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.30/killbill-oss-parent-0.7.30.jar returned status 404
0.7.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.4/killbill-oss-parent-0.7.4.jar returned status 404
0.7.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.5/killbill-oss-parent-0.7.5.jar returned status 404
0.7.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.6/killbill-oss-parent-0.7.6.jar returned status 404
0.7.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.7/killbill-oss-parent-0.7.7.jar returned status 404
0.7.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.8/killbill-oss-parent-0.7.8.jar returned status 404
0.7.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.7.9/killbill-oss-parent-0.7.9.jar returned status 404
0.70			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.70/killbill-oss-parent-0.70.jar returned status 404
0.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.71/killbill-oss-parent-0.71.jar returned status 404
0.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.72/killbill-oss-parent-0.72.jar returned status 404
0.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.73/killbill-oss-parent-0.73.jar returned status 404
0.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.74/killbill-oss-parent-0.74.jar returned status 404
0.75			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.75/killbill-oss-parent-0.75.jar returned status 404
0.76			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.76/killbill-oss-parent-0.76.jar returned status 404
0.77			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.77/killbill-oss-parent-0.77.jar returned status 404
0.78			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.78/killbill-oss-parent-0.78.jar returned status 404
0.79			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.79/killbill-oss-parent-0.79.jar returned status 404
0.8.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.0/killbill-oss-parent-0.8.0.jar returned status 404
0.8.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.1/killbill-oss-parent-0.8.1.jar returned status 404
0.8.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.2/killbill-oss-parent-0.8.2.jar returned status 404
0.8.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.3/killbill-oss-parent-0.8.3.jar returned status 404
0.8.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.4/killbill-oss-parent-0.8.4.jar returned status 404
0.8.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.5/killbill-oss-parent-0.8.5.jar returned status 404
0.8.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.6/killbill-oss-parent-0.8.6.jar returned status 404
0.8.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.8.7/killbill-oss-parent-0.8.7.jar returned status 404
0.80			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.80/killbill-oss-parent-0.80.jar returned status 404
0.81			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.81/killbill-oss-parent-0.81.jar returned status 404
0.82			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.82/killbill-oss-parent-0.82.jar returned status 404
0.83			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.83/killbill-oss-parent-0.83.jar returned status 404
0.84			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.84/killbill-oss-parent-0.84.jar returned status 404
0.85			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.85/killbill-oss-parent-0.85.jar returned status 404
0.86			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.86/killbill-oss-parent-0.86.jar returned status 404
0.87			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.87/killbill-oss-parent-0.87.jar returned status 404
0.88			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.88/killbill-oss-parent-0.88.jar returned status 404
0.89			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.89/killbill-oss-parent-0.89.jar returned status 404
0.9.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.0/killbill-oss-parent-0.9.0.jar returned status 404
0.9.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.1/killbill-oss-parent-0.9.1.jar returned status 404
0.9.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.10/killbill-oss-parent-0.9.10.jar returned status 404
0.9.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.11/killbill-oss-parent-0.9.11.jar returned status 404
0.9.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.12/killbill-oss-parent-0.9.12.jar returned status 404
0.9.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.13/killbill-oss-parent-0.9.13.jar returned status 404
0.9.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.14/killbill-oss-parent-0.9.14.jar returned status 404
0.9.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.15/killbill-oss-parent-0.9.15.jar returned status 404
0.9.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.2/killbill-oss-parent-0.9.2.jar returned status 404
0.9.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.3/killbill-oss-parent-0.9.3.jar returned status 404
0.9.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.4/killbill-oss-parent-0.9.4.jar returned status 404
0.9.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.5/killbill-oss-parent-0.9.5.jar returned status 404
0.9.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.6/killbill-oss-parent-0.9.6.jar returned status 404
0.9.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.7/killbill-oss-parent-0.9.7.jar returned status 404
0.9.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.8/killbill-oss-parent-0.9.8.jar returned status 404
0.9.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.9.9/killbill-oss-parent-0.9.9.jar returned status 404
0.90			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.90/killbill-oss-parent-0.90.jar returned status 404
0.91			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.91/killbill-oss-parent-0.91.jar returned status 404
0.92			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.92/killbill-oss-parent-0.92.jar returned status 404
0.93			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.93/killbill-oss-parent-0.93.jar returned status 404
0.94			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.94/killbill-oss-parent-0.94.jar returned status 404
0.94.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.94.1/killbill-oss-parent-0.94.1.jar returned status 404
0.94.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.94.2/killbill-oss-parent-0.94.2.jar returned status 404
0.94.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.94.3/killbill-oss-parent-0.94.3.jar returned status 404
0.94.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.94.4/killbill-oss-parent-0.94.4.jar returned status 404
0.94.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.94.5/killbill-oss-parent-0.94.5.jar returned status 404
0.95			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.95/killbill-oss-parent-0.95.jar returned status 404
0.96			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.96/killbill-oss-parent-0.96.jar returned status 404
0.97			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.97/killbill-oss-parent-0.97.jar returned status 404
0.98			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.98/killbill-oss-parent-0.98.jar returned status 404
0.99			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/kill-bill/billing/killbill-oss-parent/0.99/killbill-oss-parent-0.99.jar returned status 404
