0.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/0.0.3/quarkus-github-api-parent-0.0.3.jar returned status 404
1.131.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.131.1/quarkus-github-api-parent-1.131.1.jar returned status 404
1.301.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.301.0/quarkus-github-api-parent-1.301.0.jar returned status 404
1.301.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.301.1/quarkus-github-api-parent-1.301.1.jar returned status 404
1.301.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.301.2/quarkus-github-api-parent-1.301.2.jar returned status 404
1.301.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.301.3/quarkus-github-api-parent-1.301.3.jar returned status 404
1.302.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.302.0/quarkus-github-api-parent-1.302.0.jar returned status 404
1.303.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.303.0/quarkus-github-api-parent-1.303.0.jar returned status 404
1.303.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.303.1/quarkus-github-api-parent-1.303.1.jar returned status 404
1.303.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.303.2/quarkus-github-api-parent-1.303.2.jar returned status 404
1.304.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.304.0/quarkus-github-api-parent-1.304.0.jar returned status 404
1.305.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.305.0/quarkus-github-api-parent-1.305.0.jar returned status 404
1.306.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.306.0/quarkus-github-api-parent-1.306.0.jar returned status 404
1.307.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.307.0/quarkus-github-api-parent-1.307.0.jar returned status 404
1.308.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.308.0/quarkus-github-api-parent-1.308.0.jar returned status 404
1.313.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.313.0/quarkus-github-api-parent-1.313.0.jar returned status 404
1.313.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.313.1/quarkus-github-api-parent-1.313.1.jar returned status 404
1.314.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.314.0/quarkus-github-api-parent-1.314.0.jar returned status 404
1.314.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.314.1/quarkus-github-api-parent-1.314.1.jar returned status 404
1.315.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.315.0/quarkus-github-api-parent-1.315.0.jar returned status 404
1.316.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.316.0/quarkus-github-api-parent-1.316.0.jar returned status 404
1.318.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.318.0/quarkus-github-api-parent-1.318.0.jar returned status 404
1.319.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.319.0/quarkus-github-api-parent-1.319.0.jar returned status 404
1.320.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.320.0/quarkus-github-api-parent-1.320.0.jar returned status 404
1.321.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.321.0/quarkus-github-api-parent-1.321.0.jar returned status 404
1.322.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.322.0/quarkus-github-api-parent-1.322.0.jar returned status 404
1.326.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.326.0/quarkus-github-api-parent-1.326.0.jar returned status 404
1.330.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/quarkiverse/githubapi/quarkus-github-api-parent/1.330.0/quarkus-github-api-parent-1.330.0.jar returned status 404
